Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2020-09-28,259.3999938964844,259.6000061035156,254.82080078125,256.82000732421875,256.82000732421875,18826254,0,0
2020-09-29,257.80999755859375,263.3299865722656,256.8999938964844,261.7900085449219,261.7900085449219,20215504,0,0
2020-09-30,261.9800109863281,266.0849914550781,260.1000061035156,261.8999938964844,261.8999938964844,20142546,0,0
2020-10-01,265.3500061035156,268.3299865722656,264.79998779296875,266.6300048828125,266.6300048828125,20009801,0,0
2020-10-02,261.2099914550781,265.1499938964844,259.17999267578125,259.94000244140625,259.94000244140625,16367597,0,0
2020-10-05,262.20001220703125,264.864990234375,260.840087890625,264.6499938964844,264.6499938964844,12822252,0,0
2020-10-06,261.7799987792969,265.69000244140625,258.239990234375,258.6600036621094,258.6600036621094,18696917,0,0
2020-10-07,259.2099914550781,260.17999267578125,254.82000732421875,258.1199951171875,258.1199951171875,23133417,0,0
2020-10-08,259.75,264.6199951171875,259.1488037109375,263.760009765625,263.760009765625,16312762,0,0
2020-10-09,264.5199890136719,264.75,262.1700134277344,264.45001220703125,264.45001220703125,14107803,0,0
2020-10-12,270.20001220703125,280.17999267578125,267.8699951171875,275.75,275.75,31019256,0,0
2020-10-13,277.5799865722656,279.1000061035156,273.3900146484375,276.1400146484375,276.1400146484375,18063343,0,0
2020-10-14,277.6199951171875,278.75,271.5,271.82000732421875,271.82000732421875,15601154,0,0
2020-10-15,267.6000061035156,269.0400085449219,263.6700134277344,266.7200012207031,266.7200012207031,15416064,0,0
2020-10-16,267.375,271.3699951171875,265.29998779296875,265.92999267578125,265.92999267578125,16622702,0,0
2020-10-19,265.5299987792969,268.54998779296875,259.8800048828125,261.3999938964844,261.3999938964844,13586955,0,0
2020-10-20,263.05999755859375,269.70001220703125,262.8800048828125,267.55999755859375,267.55999755859375,18763246,0,0
2020-10-21,279.55999755859375,283.04998779296875,276.3699951171875,278.7300109863281,278.7300109863281,28998638,0,0
2020-10-22,279.8699951171875,282.45001220703125,275.0400085449219,278.1199951171875,278.1199951171875,16720026,0,0
2020-10-23,278.8023986816406,285.239990234375,276.82000732421875,284.7900085449219,284.7900085449219,17535155,0,0
2020-10-26,283.1600036621094,285.2300109863281,274.260009765625,277.1099853515625,277.1099853515625,21322925,0,0
2020-10-27,278.760009765625,284.510009765625,276.30999755859375,283.2900085449219,283.2900085449219,16287249,0,0
2020-10-28,278.7900085449219,278.7900085449219,267.260009765625,267.6700134277344,267.6700134277344,23121808,0,0
2020-10-29,276.54998779296875,283.6000061035156,273.7799987792969,280.8299865722656,280.8299865722656,32368118,0,0
2020-10-30,274.5,276.70001220703125,259.1000061035156,263.1099853515625,263.1099853515625,47299002,0,0
2020-11-02,264.6000061035156,270.4700012207031,257.3399963378906,261.3599853515625,261.3599853515625,27165679,0,0
2020-11-03,263.1600036621094,270.04998779296875,260.8800048828125,265.29998779296875,265.29998779296875,17961859,0,0
2020-11-04,281.0,288.94000244140625,278.6199951171875,287.3800048828125,287.3800048828125,35364424,0,0
2020-11-05,291.8965148925781,297.3800048828125,288.95001220703125,294.67999267578125,294.67999267578125,23823633,0,0
2020-11-06,293.95001220703125,294.6000061035156,288.05999755859375,293.4100036621094,293.4100036621094,13890974,0,0
2020-11-09,289.8699951171875,292.5799865722656,278.5299987792969,278.7699890136719,278.7699890136719,25117650,0,0
2020-11-10,273.1000061035156,274.0,264.0,272.42999267578125,272.42999267578125,29067691,0,0
2020-11-11,273.4700012207031,278.3999938964844,272.4800109863281,276.4800109863281,276.4800109863281,14956950,0,0
2020-11-12,277.17999267578125,279.75,274.42999267578125,275.0799865722656,275.0799865722656,12914206,0,0
2020-11-13,277.7200012207031,277.760009765625,273.1000061035156,276.95001220703125,276.95001220703125,10400101,0,0
2020-11-16,275.04998779296875,279.4100036621094,274.6300048828125,278.9599914550781,278.9599914550781,12970352,0,0
2020-11-17,277.67999267578125,277.67999267578125,273.2900085449219,275.0,275.0,15040297,0,0
2020-11-18,274.5199890136719,277.3888854980469,271.8399963378906,271.9700012207031,271.9700012207031,12152945,0,0
2020-11-19,271.0249938964844,273.4700012207031,269.19000244140625,272.94000244140625,272.94000244140625,12963658,0,0
2020-11-20,272.55999755859375,273.0,269.4100036621094,269.70001220703125,269.70001220703125,18122412,0,0
2020-11-23,270.8900146484375,270.9471130371094,264.5299987792969,268.42999267578125,268.42999267578125,20990786,0,0
2020-11-24,268.489990234375,277.81988525390625,267.8699951171875,276.9200134277344,276.9200134277344,16930424,0,0
2020-11-25,278.1400146484375,280.17999267578125,272.6499938964844,275.5899963378906,275.5899963378906,12467009,0,0
2020-11-27,277.3900146484375,279.1300048828125,274.82000732421875,277.80999755859375,277.80999755859375,7808426,0,0
2020-11-30,276.0299987792969,277.70001220703125,271.010009765625,276.9700012207031,276.9700012207031,16693336,0,0
2020-12-01,279.1600036621094,289.29998779296875,278.9599914550781,286.54998779296875,286.54998779296875,20777906,0,0
2020-12-02,285.3599853515625,291.7799987792969,280.82501220703125,287.5199890136719,287.5199890136719,17361624,0,0
2020-12-03,286.25,286.6499938964844,281.07000732421875,281.8500061035156,281.8500061035156,12921694,0,0
2020-12-04,280.29998779296875,283.4599914550781,279.29998779296875,279.70001220703125,279.70001220703125,10880299,0,0
2020-12-07,279.19000244140625,288.489990234375,278.20001220703125,285.5799865722656,285.5799865722656,13007665,0,0
2020-12-08,286.010009765625,286.42718505859375,281.54998779296875,283.3999938964844,283.3999938964844,10747650,0,0
2020-12-09,283.6600036621094,287.6300048828125,271.75,277.9200134277344,277.9200134277344,25189707,0,0
2020-12-10,275.5350036621094,278.7300109863281,271.8599853515625,277.1199951171875,277.1199951171875,20065091,0,0
2020-12-11,274.5299987792969,276.4800109863281,270.25,273.54998779296875,273.54998779296875,14391401,0,0
2020-12-14,273.3721923828125,277.2200012207031,271.55999755859375,274.19000244140625,274.19000244140625,16376880,0,0
2020-12-15,274.8299865722656,276.0799865722656,267.4700012207031,275.54998779296875,275.54998779296875,23979461,0,0
2020-12-16,274.760009765625,277.8599853515625,272.510009765625,275.6700134277344,275.6700134277344,15884999,0,0
2020-12-17,277.07000732421875,280.44000244140625,273.6099853515625,274.4800109863281,274.4800109863281,16377844,0,0
2020-12-18,275.7749938964844,278.0,271.1400146484375,276.3999938964844,276.3999938964844,26693249,0,0
2020-12-21,272.9779968261719,274.6700134277344,267.7900085449219,272.7900085449219,272.7900085449219,16553740,0,0
2020-12-22,271.5,271.5,264.6300048828125,267.0899963378906,267.0899963378906,17334999,0,0
2020-12-23,266.8900146484375,272.1698913574219,266.2300109863281,268.1099853515625,268.1099853515625,14329038,0,0
2020-12-24,268.875,270.3999938964844,266.20001220703125,267.3999938964844,267.3999938964844,6702033,0,0
2020-12-28,268.739990234375,277.29998779296875,265.6600036621094,277.0,277.0,23299707,0,0
2020-12-29,276.95001220703125,280.510009765625,276.2799987792969,276.7799987792969,276.7799987792969,16382995,0,0
2020-12-30,277.95001220703125,278.0799865722656,271.7099914550781,271.8699951171875,271.8699951171875,11803795,0,0
2020-12-31,272.0,277.0899963378906,269.80999755859375,273.1600036621094,273.1600036621094,12900408,0,0
2021-01-04,274.7799987792969,275.0,265.20001220703125,268.94000244140625,268.94000244140625,15106113,0,0
2021-01-05,268.2900085449219,272.3999938964844,268.2110900878906,270.9700012207031,270.9700012207031,9871557,0,0
2021-01-06,262.0,267.75,260.010009765625,263.30999755859375,263.30999755859375,24354149,0,0
2021-01-07,265.8999938964844,271.6099853515625,264.7799987792969,268.739990234375,268.739990234375,15789756,0,0
2021-01-08,268.30999755859375,268.95001220703125,263.17999267578125,267.57000732421875,267.57000732421875,18528251,0,0
2021-01-11,260.4800109863281,263.4700012207031,255.89999389648438,256.8399963378906,256.8399963378906,30412286,0,0
2021-01-12,256.6300048828125,259.7200012207031,250.3000030517578,251.08999633789062,251.08999633789062,26449943,0,0
2021-01-13,251.5500030517578,253.9499969482422,249.1999969482422,251.63999938964844,251.63999938964844,19528938,0,0
2021-01-14,253.39999389648438,255.02999877929688,244.61000061035156,245.63999938964844,245.63999938964844,29739404,0,0
2021-01-15,247.89999389648438,253.86000061035156,247.16000366210938,251.36000061035156,251.36000061035156,24942930,0,0
2021-01-19,256.8999938964844,262.20001220703125,252.7200927734375,261.1000061035156,261.1000061035156,28028546,0,0
2021-01-20,268.92999267578125,270.32000732421875,263.6000061035156,267.4800109863281,267.4800109863281,25199919,0,0
2021-01-21,269.260009765625,273.6000061035156,267.4901123046875,272.8699951171875,272.8699951171875,20838687,0,0
2021-01-22,272.010009765625,278.4700012207031,272.0,274.5,274.5,21954042,0,0
2021-01-25,278.1400146484375,280.1000061035156,271.510009765625,278.010009765625,278.010009765625,19086990,0,0
2021-01-26,278.1398010253906,285.3900146484375,277.80999755859375,282.04998779296875,282.04998779296875,19373636,0,0
2021-01-27,282.5299987792969,283.45001220703125,268.1200866699219,272.1400146484375,272.1400146484375,35346194,0,0
2021-01-28,277.17999267578125,286.7900085449219,264.70001220703125,265.0,265.0,37758844,0,0
2021-01-29,265.29998779296875,266.55999755859375,254.85000610351562,258.3299865722656,258.3299865722656,30389499,0,0
2021-02-01,259.5199890136719,264.1700134277344,254.91000366210938,262.010009765625,262.010009765625,22914255,0,0
2021-02-02,264.0,268.8500061035156,263.2699890136719,267.0799865722656,267.0799865722656,17320788,0,0
2021-02-03,265.6199951171875,269.20001220703125,263.8399963378906,266.6499938964844,266.6499938964844,14223377,0,0
2021-02-04,267.010009765625,268.1600036621094,264.0,266.489990234375,266.489990234375,16059958,0,0
2021-02-05,266.79998779296875,269.1700134277344,265.6700134277344,268.1000061035156,268.1000061035156,12454367,0,0
2021-02-08,268.75,269.8599853515625,265.0,266.5799865722656,266.5799865722656,13755191,0,0
2021-02-09,266.44000244140625,273.3900146484375,265.75,269.45001220703125,269.45001220703125,14613375,0,0
2021-02-10,272.4465026855469,273.7998962402344,267.7200012207031,271.8699951171875,271.8699951171875,14687152,0,0
2021-02-11,271.8900146484375,273.5799865722656,268.489990234375,270.3900146484375,270.3900146484375,12828572,0,0
2021-02-12,270.5199890136719,271.17999267578125,268.3399963378906,270.5,270.5,9097597,0,0
2021-02-16,270.79998779296875,276.6000061035156,270.04998779296875,273.9700012207031,273.9700012207031,15417243,0,0
2021-02-17,271.239990234375,273.9700012207031,269.5799865722656,273.57000732421875,273.57000732421875,12763240,0,0
2021-02-18,269.56500244140625,271.95001220703125,266.0299987792969,269.3900146484375,269.3900146484375,15249134,0,0
2021-02-19,269.8599853515625,270.2699890136719,260.1499938964844,261.55999755859375,261.55999755859375,25622587,0,0
2021-02-22,257.95001220703125,263.07000732421875,257.5299987792969,260.3299865722656,260.3299865722656,17434873,0,0
2021-02-23,259.5,267.4599914550781,254.9600067138672,265.8550109863281,265.8550109863281,21924557,0,0
2021-02-24,262.32501220703125,266.3800048828125,258.3900146484375,264.30999755859375,264.30999755859375,15736123,0,0
2021-02-25,262.29998779296875,266.94000244140625,254.0399932861328,254.69000244140625,254.69000244140625,19053142,0,0
2021-02-26,256.4700012207031,265.54998779296875,256.4700012207031,257.6199951171875,257.6199951171875,26619517,0,0
2021-03-01,260.82000732421875,266.6499938964844,257.9039001464844,264.9100036621094,264.9100036621094,22157255,0,0
2021-03-02,265.7799987792969,266.7099914550781,258.6499938964844,259.0,259.0,15191722,0,0
2021-03-03,260.2900085449219,260.9898986816406,255.10000610351562,255.41000366210938,255.41000366210938,15513515,0,0
2021-03-04,256.4700012207031,266.489990234375,253.5,257.6400146484375,257.6400146484375,31626463,0,0
2021-03-05,260.6700134277344,265.45001220703125,255.61000061035156,264.2799987792969,264.2799987792969,26820055,0,0
2021-03-08,265.54998779296875,265.5799865722656,255.0500030517578,255.30999755859375,255.30999755859375,18391768,0,0
2021-03-09,261.17498779296875,268.5299987792969,259.80999755859375,265.739990234375,265.739990234375,22039740,0,0
2021-03-10,268.6400146484375,268.9700012207031,262.8699951171875,264.8999938964844,264.8999938964844,14210318,0,0
2021-03-11,268.1099853515625,277.8999938964844,267.82000732421875,273.8800048828125,273.8800048828125,21833979,0,0
2021-03-12,269.1400146484375,269.739990234375,264.0199890136719,268.3999938964844,268.3999938964844,20600198,0,0
2021-03-15,269.0799865722656,275.9599914550781,268.5,273.75,273.75,16856746,0,0
2021-03-16,276.0849914550781,282.1400146484375,274.79998779296875,279.2799987792969,279.2799987792969,22437665,0,0
2021-03-17,275.7049865722656,286.2300109863281,275.4100036621094,284.010009765625,284.010009765625,21315044,0,0
2021-03-18,279.8699951171875,285.1899108886719,278.2799987792969,278.6199951171875,278.6199951171875,18754853,0,0
2021-03-19,281.2200012207031,292.79998779296875,281.19500732421875,290.1099853515625,290.1099853515625,38930536,0,0
2021-03-22,290.45001220703125,299.7049865722656,286.7500915527344,293.5400085449219,293.5400085449219,28273073,0,0
2021-03-23,293.1499938964844,298.0,289.80999755859375,290.6300048828125,290.6300048828125,23000929,0,0
2021-03-24,291.0,291.7200012207031,281.1600036621094,282.1400146484375,282.1400146484375,18675046,0,0
2021-03-25,280.9800109863281,288.05999755859375,277.75,278.739990234375,278.739990234375,24505648,0,0
2021-03-26,278.3017883300781,284.5,277.7699890136719,283.0199890136719,283.0199890136719,17629185,0,0
2021-03-29,285.7699890136719,293.17999267578125,284.70001220703125,290.82000732421875,290.82000732421875,21718831,0,0
2021-03-30,289.8299865722656,292.4700012207031,286.70001220703125,288.0,288.0,17474537,0,0
2021-03-31,289.989990234375,296.5,288.6099853515625,294.5299987792969,294.5299987792969,19498157,0,0
2021-04-01,298.3999938964844,302.3999938964844,296.6000061035156,298.6600036621094,298.6600036621094,17615980,0,0
2021-04-05,300.8900146484375,310.7650146484375,300.67999267578125,308.9100036621094,308.9100036621094,28237006,0,0
2021-04-06,308.83648681640625,311.3500061035156,305.25,306.260009765625,306.260009765625,17335246,0,0
2021-04-07,306.3399963378906,314.25,305.5,313.0899963378906,313.0899963378906,22855241,0,0
2021-04-08,314.8500061035156,315.8800048828125,310.04998779296875,313.0199890136719,313.0199890136719,20894148,0,0
2021-04-09,311.3999938964844,314.739990234375,310.3299865722656,312.4599914550781,312.4599914550781,15988568,0,0
2021-04-12,311.04998779296875,312.1499938964844,307.92999267578125,311.5400085449219,311.5400085449219,10881935,0,0
2021-04-13,312.2099914550781,314.4280090332031,309.32000732421875,309.760009765625,309.760009765625,14036927,0,0
2021-04-14,307.29998779296875,308.0299987792969,301.95001220703125,302.82000732421875,302.82000732421875,17421393,0,0
2021-04-15,306.3399963378906,310.1400146484375,304.1000061035156,307.82000732421875,307.82000732421875,14558273,0,0
2021-04-16,308.1700134277344,308.95001220703125,304.6099853515625,306.17999267578125,306.17999267578125,13059163,0,0
2021-04-19,305.0069885253906,307.70001220703125,300.55999755859375,302.239990234375,302.239990234375,14553507,0,0
2021-04-20,301.989990234375,305.1000061035156,297.2099914550781,302.6499938964844,302.6499938964844,16796442,0,0
2021-04-21,301.94500732421875,301.9800109863281,297.3900146484375,301.4700012207031,301.4700012207031,14863474,0,0
2021-04-22,301.3299865722656,302.9200134277344,296.0400085449219,296.5199890136719,296.5199890136719,16375350,0,0
2021-04-23,298.760009765625,302.5899963378906,297.1499938964844,301.1300048828125,301.1300048828125,17559498,0,0
2021-04-26,303.339599609375,305.79998779296875,301.55999755859375,303.0400085449219,303.0400085449219,16172593,0,0
2021-04-27,304.2799987792969,305.3399963378906,301.1099853515625,303.57000732421875,303.57000732421875,15309256,0,0
2021-04-28,307.3599853515625,310.9200134277344,305.3699951171875,307.1000061035156,307.1000061035156,33907210,0,0
2021-04-29,330.1199951171875,331.80999755859375,321.6099853515625,329.510009765625,329.510009765625,56526771,0,0
2021-04-30,326.14349365234375,329.82000732421875,324.5,325.0799865722656,325.0799865722656,26332423,0,0
2021-05-03,326.1700134277344,328.54998779296875,321.8399963378906,322.5799865722656,322.5799865722656,18719462,0,0
2021-05-04,320.0249938964844,322.19000244140625,313.1199951171875,318.3599853515625,318.3599853515625,24032557,0,0
2021-05-05,318.19000244140625,321.05999755859375,314.489990234375,315.0199890136719,315.0199890136719,15577605,0,0
2021-05-06,314.5199890136719,320.239990234375,313.2749938964844,320.0199890136719,320.0199890136719,19012241,0,0
2021-05-07,322.3800048828125,322.93499755859375,318.75,319.0799865722656,319.0799865722656,15916743,0,0
2021-05-10,314.3500061035156,314.57861328125,304.8299865722656,305.9700012207031,305.9700012207031,24239170,0,0
2021-05-11,300.75,306.8399963378906,299.69000244140625,306.5299987792969,306.5299987792969,18920086,0,0
2021-05-12,301.1300048828125,304.9599914550781,298.19000244140625,302.54998779296875,302.54998779296875,24641010,0,0
2021-05-13,306.08331298828125,308.8599853515625,302.7701110839844,305.260009765625,305.260009765625,18079160,0,0
2021-05-14,309.5400085449219,316.8500061035156,309.0799865722656,315.94000244140625,315.94000244140625,19245724,0,0
2021-05-17,313.54998779296875,315.67999267578125,311.5799865722656,315.4599914550781,315.4599914550781,15401343,0,0
2021-05-18,315.5899963378906,316.5,309.80999755859375,309.9599914550781,309.9599914550781,14522403,0,0
2021-05-19,304.18499755859375,314.6600036621094,303.57000732421875,313.5899963378906,313.5899963378906,19106244,0,0
2021-05-20,313.5799865722656,319.25,313.1600036621094,318.6099853515625,318.6099853515625,17320241,0,0
2021-05-21,319.2900085449219,319.92999267578125,315.8100891113281,316.2300109863281,316.2300109863281,13600901,0,0
2021-05-24,318.2099914550781,325.95001220703125,318.0299987792969,324.6300048828125,324.6300048828125,16445356,0,0
2021-05-25,327.0799865722656,329.17999267578125,324.79998779296875,327.7900085449219,327.7900085449219,16436965,0,0
2021-05-26,328.3500061035156,329.82989501953125,325.82000732421875,327.6600036621094,327.6600036621094,9686917,0,0
2021-05-27,328.0,333.7799987792969,326.760009765625,332.75,332.75,20477726,0,0
2021-05-28,331.0,332.868408203125,328.3299865722656,328.7300109863281,328.7300109863281,12037430,0,0
2021-06-01,330.1499938964844,331.4200134277344,326.6400146484375,329.1300048828125,329.1300048828125,11765906,0,0
2021-06-02,330.3800048828125,331.8699951171875,327.1214904785156,329.1499938964844,329.1499938964844,11654275,0,0
2021-06-03,325.7799987792969,327.375,323.4800109863281,326.0400085449219,326.0400085449219,12610788,0,0
2021-06-04,325.8999938964844,332.4549865722656,325.17999267578125,330.3500061035156,330.3500061035156,13289383,0,0
2021-06-07,329.4800109863281,337.69000244140625,328.92999267578125,336.5799865722656,336.5799865722656,20136707,0,0
2021-06-08,336.70001220703125,338.2998962402344,332.239990234375,333.67999267578125,333.67999267578125,14580464,0,0
2021-06-09,335.739990234375,336.79998779296875,330.0,330.25,330.25,13727946,0,0
2021-06-10,330.7850036621094,333.94000244140625,328.5450134277344,332.4599914550781,332.4599914550781,13240229,0,0
2021-06-11,332.5799865722656,332.8299865722656,328.92999267578125,331.260009765625,331.260009765625,13587916,0,0
2021-06-14,331.8999938964844,336.82000732421875,329.80999755859375,336.7699890136719,336.7699890136719,12250799,0,0
2021-06-15,336.989990234375,339.9200134277344,335.0299987792969,336.75,336.75,15795226,0,0
2021-06-16,336.69500732421875,337.54998779296875,328.7200012207031,331.0799865722656,331.0799865722656,17232157,0,0
2021-06-17,330.489990234375,337.9800109863281,330.1499938964844,336.510009765625,336.510009765625,17794080,0,0
2021-06-18,334.5299987792969,336.1499938964844,329.0,329.6600036621094,329.6600036621094,23039457,0,0
2021-06-21,331.0899963378906,332.9200134277344,327.6499938964844,332.2900085449219,332.2900085449219,11337522,0,0
2021-06-22,332.68499755859375,339.9200134277344,332.6000061035156,339.0299987792969,339.0299987792969,15345299,0,0
2021-06-23,339.3500061035156,343.4198913574219,338.20001220703125,340.5899963378906,340.5899963378906,14817824,0,0
2021-06-24,341.8500061035156,344.8999938964844,341.7900085449219,343.17999267578125,343.17999267578125,12329096,0,0
2021-06-25,342.5899963378906,344.1199951171875,339.67999267578125,341.3699951171875,341.3699951171875,14594444,0,0
2021-06-28,342.4599914550781,358.1400146484375,341.7699890136719,355.6400146484375,355.6400146484375,29156132,0,0
2021-06-29,356.2699890136719,356.739990234375,349.04998779296875,351.8900146484375,351.8900146484375,21417305,0,0
2021-06-30,352.1650085449219,352.9200134277344,347.1700134277344,347.7099914550781,347.7099914550781,15107514,0,0
2021-07-01,346.82000732421875,354.6698913574219,346.5,354.3900146484375,354.3900146484375,17137021,0,0
2021-07-02,355.1000061035156,356.44000244140625,352.6199951171875,354.70001220703125,354.70001220703125,11524614,0,0
2021-07-06,356.5,358.7900085449219,349.17999267578125,352.7799987792969,352.7799987792969,13488455,0,0
2021-07-07,355.260009765625,356.489990234375,350.0,350.489990234375,350.489990234375,14218866,0,0
2021-07-08,345.7300109863281,348.3299865722656,342.55999755859375,345.6499938964844,345.6499938964844,14406457,0,0
2021-07-09,345.32000732421875,350.7099914550781,345.2650146484375,350.4200134277344,350.4200134277344,13018694,0,0
2021-07-12,351.2300109863281,354.19000244140625,349.6400146484375,353.1600036621094,353.1600036621094,10018624,0,0
2021-07-13,351.5,358.489990234375,348.79998779296875,352.0899963378906,352.0899963378906,11455963,0,0
2021-07-14,354.55999755859375,355.20001220703125,346.7300109863281,347.6300048828125,347.6300048828125,13894221,0,0
2021-07-15,349.23480224609375,349.23480224609375,340.2200012207031,344.4599914550781,344.4599914550781,14781594,0,0
2021-07-16,344.9100036621094,345.9898986816406,340.1400146484375,341.1600036621094,341.1600036621094,11026093,0,0
2021-07-19,337.57000732421875,339.7900085449219,334.5400085449219,336.95001220703125,336.95001220703125,14372345,0,0
2021-07-20,338.79998779296875,343.45001220703125,334.5,341.6600036621094,341.6600036621094,11024277,0,0
2021-07-21,341.5,346.5199890136719,341.25,346.2300109863281,346.2300109863281,9279657,0,0
2021-07-22,346.67999267578125,351.5400085449219,345.2099914550781,351.19000244140625,351.19000244140625,12385441,0,0
2021-07-23,360.9100036621094,375.3299865722656,357.19000244140625,369.7900085449219,369.7900085449219,33694328,0,0
2021-07-26,369.5799865722656,374.44000244140625,368.2200012207031,372.4599914550781,372.4599914550781,14925222,0,0
2021-07-27,371.9100036621094,373.1499938964844,364.54998779296875,367.80999755859375,367.80999755859375,15705447,0,0
2021-07-28,374.55999755859375,377.5498962402344,366.92999267578125,373.2799987792969,373.2799987792969,29676910,0,0
2021-07-29,361.0,365.5199890136719,356.739990234375,358.32000732421875,358.32000732421875,33413244,0,0
2021-07-30,354.0,360.7300109863281,352.94000244140625,356.29998779296875,356.29998779296875,15976179,0,0
2021-08-02,358.1000061035156,359.3999938964844,350.739990234375,351.95001220703125,351.95001220703125,13180439,0,0
2021-08-03,352.7300109863281,353.7698974609375,347.70001220703125,351.239990234375,351.239990234375,12406054,0,0
2021-08-04,352.4200134277344,360.4800109863281,351.510009765625,358.9200134277344,358.9200134277344,14180572,0,0
2021-08-05,359.6400146484375,363.8999938964844,356.8999938964844,362.9700012207031,362.9700012207031,10247207,0,0
2021-08-06,361.3999938964844,365.1499938964844,361.3949890136719,363.510009765625,363.510009765625,8925017,0,0
2021-08-09,363.7622985839844,365.7749938964844,360.75,361.6099853515625,361.6099853515625,7798872,0,0
2021-08-10,361.82501220703125,364.1000061035156,359.0434875488281,361.1300048828125,361.1300048828125,7469878,0,0
2021-08-11,362.1000061035156,362.3599853515625,357.80999755859375,359.9599914550781,359.9599914550781,8400332,0,0
2021-08-12,358.45001220703125,363.0,357.1099853515625,362.6499938964844,362.6499938964844,7175206,0,0
2021-08-13,362.9700012207031,364.66070556640625,361.4800109863281,363.17999267578125,363.17999267578125,7195724,0,0
2021-08-16,362.5199890136719,366.95001220703125,357.3800048828125,366.55999755859375,366.55999755859375,11232269,0,0
2021-08-17,362.9800109863281,364.6700134277344,355.07000732421875,358.45001220703125,358.45001220703125,12328737,0,0
2021-08-18,356.25,359.8599853515625,355.1499938964844,355.45001220703125,355.45001220703125,10042381,0,0
2021-08-19,351.3450012207031,357.57000732421875,351.0,355.1199951171875,355.1199951171875,12004535,0,0
2021-08-20,354.6000061035156,359.98980712890625,353.30999755859375,359.3699951171875,359.3699951171875,8697667,0,0
2021-08-23,359.44000244140625,365.69000244140625,359.1000061035156,363.3500061035156,363.3500061035156,10942007,0,0
2021-08-24,363.6600036621094,367.9559020996094,361.8399963378906,365.510009765625,365.510009765625,9235148,0,0
2021-08-25,365.6000061035156,370.8599853515625,365.3999938964844,368.3900146484375,368.3900146484375,9684519,0,0
2021-08-26,368.375,369.44000244140625,364.1300048828125,364.3800048828125,364.3800048828125,7888683,0,0
2021-08-27,365.1000061035156,373.739990234375,364.0799865722656,372.6300048828125,372.6300048828125,11219142,0,0
2021-08-30,372.55999755859375,381.489990234375,370.5199890136719,380.6600036621094,380.6600036621094,13547261,0,0
2021-08-31,379.95001220703125,382.7590026855469,378.79998779296875,379.3800048828125,379.3800048828125,12345350,0,0
2021-09-01,379.5899963378906,384.3299865722656,378.80999755859375,382.04998779296875,382.04998779296875,11567163,0,0
2021-09-02,381.5,381.75,374.05999755859375,375.2799987792969,375.2799987792969,14838274,0,0
2021-09-03,374.75,377.1600036621094,373.1099853515625,376.260009765625,376.260009765625,7511356,0,0
2021-09-07,375.8800048828125,382.9599914550781,373.1499938964844,382.17999267578125,382.17999267578125,10798920,0,0
2021-09-08,380.1600036621094,380.8699951171875,374.7900085449219,377.57000732421875,377.57000732421875,11067166,0,0
2021-09-09,377.6400146484375,379.8299865722656,376.56500244140625,378.0,378.0,9098941,0,0
2021-09-10,381.3609924316406,383.7900085449219,378.260009765625,378.69000244140625,378.69000244140625,11549595,0,0
2021-09-13,381.67999267578125,381.75,374.3450927734375,376.510009765625,376.510009765625,13026275,0,0
2021-09-14,377.3999938964844,378.5899963378906,375.1099853515625,376.5299987792969,376.5299987792969,8711569,0,0
2021-09-15,377.0,377.55499267578125,367.6700134277344,373.9200134277344,373.9200134277344,17940297,0,0
2021-09-16,372.7900085449219,373.55999755859375,369.7099914550781,373.05999755859375,373.05999755859375,11934217,0,0
2021-09-17,371.4049987792969,371.4100036621094,361.5899963378906,364.7200012207031,364.7200012207031,26298966,0,0
2021-09-20,359.29998779296875,361.0299987792969,349.79998779296875,355.70001220703125,355.70001220703125,19822772,0,0
2021-09-21,358.5,360.0400085449219,355.19000244140625,357.4800109863281,357.4800109863281,11751917,0,0
2021-09-22,347.2300109863281,349.8399963378906,340.6900939941406,343.2099914550781,343.2099914550781,43692859,0,0
2021-09-23,345.3550109863281,349.6700134277344,343.0,345.9599914550781,345.9599914550781,21806264,0,0
2021-09-24,343.23870849609375,354.3500061035156,342.3699951171875,352.9599914550781,352.9599914550781,18801933,0,0
2021-09-27,349.80499267578125,355.1499938964844,347.0799865722656,353.5799865722656,353.5799865722656,15205843,0,0
2021-09-28,347.9700012207031,349.6000061035156,338.9200134277344,340.6499938964844,340.6499938964844,21710286,0,0
2021-09-29,343.1499938964844,345.2300109863281,338.8800048828125,339.6099853515625,339.6099853515625,14452241,0,0
2021-09-30,340.44500732421875,342.79998779296875,338.1499938964844,339.3900146484375,339.3900146484375,16547094,0,0
2021-10-01,341.6099853515625,345.0199890136719,338.6400146484375,343.010009765625,343.010009765625,14905311,0,0
2021-10-04,335.5299987792969,335.94000244140625,322.70001220703125,326.2300109863281,326.2300109863281,42884975,0,0
2021-10-05,328.5799865722656,335.17999267578125,326.1637878417969,332.9599914550781,332.9599914550781,35377947,0,0
2021-10-06,329.739990234375,334.3800048828125,325.79998779296875,333.6400146484375,333.6400146484375,26443010,0,0
2021-10-07,337.0,338.8399963378906,328.9800109863281,329.2200012207031,329.2200012207031,28307456,0,0
2021-10-08,331.510009765625,333.3999938964844,328.7099914550781,330.04998779296875,330.04998779296875,15946110,0,0
2021-10-11,327.625,330.4599914550781,325.30999755859375,325.45001220703125,325.45001220703125,14708224,0,0
